antecedent,consequent,support,confidence,lift
{16},{11},0.154,0.3,1.063
{16},{32},0.224,0.436,1.057
{16},{5},0.121,0.236,1.04
{16},{34},0.332,0.648,1.011
{16},{1},0.278,0.541,1.041
{16},{15},0.163,0.319,1.044
{16},{28},0.188,0.365,1.067
{16},{41},0.11,0.214,1.034
{16},{6},0.278,0.542,1.028
{16},{3},0.123,0.24,1.007
{16},{38},0.143,0.278,1.035
{16},{26},0.222,0.432,1.048
{16},{46},0.197,0.383,1.028
{16},{35},0.113,0.22,0.995
{16},{18},0.369,0.718,1.019
{16},{29},0.153,0.298,1.065
{16},{37},0.132,0.257,1.106
{16},{39},0.17,0.331,1.047
{16},{24},0.12,0.233,1.098
{16},{43},0.112,0.218,1.048
{16},{30 46},0.122,0.238,1.053
{16},{30 34},0.192,0.374,1.016
{16},{30 49},0.124,0.243,1.058
{16},{14 39},0.131,0.256,1.091
{16},{18 28},0.136,0.265,1.083
{16},{26 30},0.131,0.255,1.042
{16},{2 18},0.107,0.209,1.03
{16},{6 19},0.161,0.314,1.053
{16},{32 34},0.15,0.293,1.058
{16},{6 46},0.113,0.221,1.048
{16},{30 48},0.148,0.288,1.02
{16},{19 26},0.127,0.248,1.068
{16},{14 20},0.112,0.218,1.061
{16},{19 32},0.127,0.248,1.097
{16},{0 14},0.12,0.235,1.104
{16},{26 34},0.149,0.29,1.076
{16},{18 32},0.167,0.326,1.073
{16},{14 19},0.214,0.417,1.045
{16},{14 46},0.152,0.296,1.063
{16},{12 19},0.117,0.228,1.119
{16},{19 30},0.167,0.325,1.028
{16},{6 26},0.12,0.234,1.056
{16},{4 19},0.123,0.241,1.054
{16},{19 44},0.111,0.216,1.016
{16},{18 30},0.206,0.401,1.01
{16},{14 15},0.12,0.235,1.063
{16},{14 26},0.172,0.334,1.095
{16},{34 49},0.138,0.269,1.061
{16},{0 34},0.102,0.198,1.071
{16},{6 44},0.113,0.22,1.069
{16},{34 42},0.115,0.224,1.074
{16},{19 34},0.19,0.37,1.029
{16},{1 19},0.16,0.312,1.083
{16},{4 6},0.12,0.233,1.043
{16},{6 48},0.137,0.267,1.044
{16},{6 18},0.204,0.398,1.042
{16},{14 44},0.152,0.297,1.05
{16},{18 34},0.246,0.479,1.026
{16},{1 46},0.111,0.217,1.078
{16},{6 12},0.116,0.227,1.122
{16},{48 49},0.106,0.206,1.08
{16},{14 29},0.115,0.224,1.115
{16},{14 37},0.102,0.198,1.134
{16},{18 49},0.159,0.31,1.096
{16},{14 48},0.193,0.375,1.054
{16},{14 18},0.28,0.546,1.036
{16},{12 14},0.159,0.311,1.114
{16},{18 42},0.123,0.24,1.07
{16},{12 48},0.1,0.196,1.076
{16},{12 18},0.152,0.297,1.09
{16},{1 26},0.124,0.242,1.112
{16},{14 38},0.116,0.226,1.105
{16},{4 18},0.153,0.299,1.03
{16},{18 21},0.121,0.237,1.063
{16},{1 44},0.109,0.213,1.066
{16},{6 21},0.101,0.197,1.1
{16},{1 48},0.138,0.269,1.055
{16},{1 18},0.209,0.408,1.053
{16},{19 28},0.105,0.204,1.075
{16},{14 21},0.13,0.254,1.09
{16},{2 14},0.108,0.211,1.044
{16},{34 39},0.115,0.224,1.067
{16},{15 18},0.121,0.236,1.061
{16},{6 28},0.112,0.218,1.116
{16},{30 44},0.112,0.218,1.009
{16},{15 34},0.111,0.216,1.071
{16},{21 34},0.11,0.214,1.09
{16},{14 28},0.145,0.282,1.1
{16},{18 39},0.124,0.243,1.061
{16},{11 18},0.114,0.223,1.089
{16},{34 46},0.134,0.261,1.033
{16},{6 32},0.133,0.259,1.108
{16},{11 34},0.102,0.2,1.053
{16},{18 20},0.105,0.204,1.013
{16},{6 14},0.209,0.406,1.048
{16},{6 30},0.164,0.319,1.041
{16},{14 32},0.165,0.322,1.078
{16},{19 46},0.11,0.215,1.042
{16},{32 48},0.111,0.217,1.062
{16},{18 19},0.215,0.419,1.048
{16},{1 28},0.104,0.204,1.08
{16},{18 46},0.148,0.289,1.032
{16},{14 30},0.22,0.429,1.019
{16},{26 48},0.11,0.214,1.044
{16},{12 30},0.118,0.231,1.074
{16},{34 44},0.129,0.251,1.006
{16},{19 49},0.121,0.237,1.08
{16},{4 14},0.153,0.298,1.033
{16},{4 30},0.126,0.246,1.02
{16},{18 26},0.167,0.326,1.088
{16},{6 34},0.184,0.358,1.015
{16},{34 48},0.165,0.321,1.015
{16},{28 30},0.106,0.207,1.054
{16},{1 4},0.112,0.218,1.02
{16},{1 32},0.124,0.242,1.072
{16},{6 49},0.117,0.228,1.061
{16},{14 34},0.257,0.5,1.053
{16},{0 18},0.115,0.225,1.095
{16},{1 6},0.158,0.308,1.084
{16},{18 44},0.144,0.281,1.037
{16},{12 34},0.136,0.265,1.114
{16},{1 14},0.208,0.406,1.062
{16},{1 30},0.165,0.321,1.036
{16},{19 48},0.142,0.278,1.037
{16},{18 29},0.119,0.232,1.097
{16},{14 49},0.159,0.309,1.071
{16},{4 34},0.142,0.277,1.029
{16},{14 42},0.129,0.251,1.073
{16},{18 48},0.184,0.358,1.029
{16},{28 34},0.131,0.255,1.109
{16},{18 38},0.107,0.209,1.063
{16},{30 39},0.102,0.198,1.028
{16},{21 30},0.1,0.195,1.071
{16},{30 32},0.133,0.259,1.061
{16},{1 12},0.118,0.231,1.147
{16},{1 34},0.188,0.366,1.04
{16},{1 49},0.115,0.224,1.092
{16},{4 48},0.103,0.2,1.016
{16},{11 14},0.11,0.214,1.074
{16},{18 30 48},0.107,0.209,1.017
{16},{14 18 48},0.147,0.286,1.059
{16},{14 30 32},0.104,0.203,1.084
{16},{1 18 19},0.125,0.243,1.091
{16},{18 26 34},0.116,0.226,1.114
{16},{12 14 18},0.124,0.242,1.122
{16},{18 34 46},0.104,0.202,1.041
{16},{14 26 30},0.104,0.204,1.085
{16},{1 14 48},0.108,0.21,1.076
{16},{1 14 18},0.159,0.31,1.06
{16},{6 30 34},0.108,0.21,1.01
{16},{18 34 49},0.106,0.207,1.104
{16},{14 26 34},0.119,0.231,1.121
{16},{4 14 18},0.118,0.231,1.05
{16},{14 34 46},0.108,0.21,1.093
{16},{1 18 48},0.105,0.205,1.056
{16},{18 34 48},0.125,0.244,1.037
{16},{6 14 30},0.125,0.243,1.037
{16},{14 34 49},0.108,0.21,1.093
{16},{18 19 30},0.126,0.245,1.035
{16},{14 18 19},0.163,0.318,1.04
{16},{6 14 34},0.142,0.277,1.044
{16},{12 18 34},0.108,0.211,1.129
{16},{1 30 34},0.115,0.224,1.05
{16},{18 19 34},0.146,0.284,1.037
{16},{14 18 26},0.134,0.261,1.123
{16},{14 18 32},0.127,0.248,1.074
{16},{6 18 30},0.119,0.231,1.045
{16},{14 18 30},0.16,0.312,1.008
{16},{14 18 44},0.116,0.226,1.063
{16},{1 6 14},0.12,0.233,1.09
{16},{6 19 34},0.105,0.205,1.003
{16},{6 14 48},0.108,0.211,1.09
{16},{6 18 34},0.139,0.272,1.038
{16},{1 14 30},0.128,0.25,1.045
{16},{1 6 18},0.122,0.237,1.091
{16},{18 30 34},0.141,0.274,1.018
{16},{14 18 34},0.195,0.379,1.052
{16},{14 28 34},0.107,0.208,1.166
{16},{1 6 34},0.108,0.211,1.047
{16},{12 14 34},0.112,0.218,1.157
{16},{1 14 34},0.146,0.284,1.07
{16},{1 18 30},0.121,0.237,1.052
{16},{14 30 34},0.15,0.293,1.037
{16},{19 30 34},0.113,0.22,1.024
{16},{4 14 34},0.108,0.211,1.054
{16},{1 19 34},0.112,0.218,1.072
{16},{1 18 34},0.144,0.281,1.038
{16},{30 34 48},0.102,0.198,1.041
{16},{14 18 28},0.109,0.213,1.11
{16},{14 32 34},0.118,0.23,1.1
{16},{6 14 19},0.118,0.23,1.044
{16},{14 30 48},0.117,0.228,1.049
{16},{14 34 44},0.105,0.205,1.049
{16},{14 34 48},0.132,0.257,1.063
{16},{4 18 34},0.11,0.214,1.046
{16},{14 19 30},0.126,0.246,1.024
{16},{6 18 19},0.121,0.235,1.061
{16},{6 14 18},0.157,0.306,1.057
{16},{14 18 46},0.116,0.227,1.054
{16},{14 19 34},0.148,0.289,1.052
{16},{18 19 48},0.108,0.211,1.049
{16},{1 14 19},0.12,0.234,1.065
{16},{14 18 49},0.124,0.241,1.1
{16},{6 18 48},0.106,0.206,1.082
{16},{14 19 48},0.112,0.219,1.046
{16},{18 32 34},0.115,0.224,1.069
{16},{6 14 18 34},0.11,0.214,1.058
{16},{14 18 30 34},0.113,0.22,1.021
{16},{14 18 19 34},0.115,0.224,1.042
{16},{1 14 18 34},0.113,0.221,1.05
{16},{14 18 34 48},0.102,0.2,1.066
{26},{44},0.157,0.38,1.019
{26},{1},0.218,0.528,1.015
{26},{15},0.139,0.337,1.102
{26},{6},0.222,0.537,1.018
{26},{18},0.299,0.726,1.029
{26},{14},0.305,0.74,1.033
{26},{28},0.147,0.356,1.04
{26},{29},0.114,0.278,0.99
{26},{21},0.133,0.323,1.053
{26},{4},0.172,0.416,1.048
{26},{38},0.118,0.286,1.065
{26},{49},0.164,0.398,1.024
{26},{30},0.245,0.593,1.053
{26},{46},0.16,0.388,1.043
{26},{12},0.153,0.371,1.016
{26},{0},0.122,0.295,1.039
{26},{2},0.114,0.277,1.015
{26},{39},0.128,0.31,0.981
{26},{16},0.222,0.538,1.048
{26},{20},0.111,0.269,0.993
{26},{11},0.117,0.285,1.01
{26},{48},0.205,0.497,1.037
{26},{32},0.17,0.412,0.998
{26},{42},0.135,0.328,1.033
{26},{19},0.233,0.564,1.045
{26},{34},0.27,0.654,1.02
{26},{18 30},0.179,0.434,1.093
{26},{6 19},0.127,0.307,1.031
{26},{6 48},0.11,0.268,1.046
{26},{16 30},0.131,0.317,1.094
{26},{12 34},0.103,0.25,1.052
{26},{18 34},0.203,0.491,1.053
{26},{18 49},0.123,0.299,1.058
{26},{16 19},0.127,0.309,1.08
{26},{30 32},0.103,0.249,1.019
{26},{16 34},0.149,0.361,1.086
{26},{19 30},0.14,0.339,1.072
{26},{1 48},0.11,0.268,1.052
{26},{28 34},0.1,0.243,1.056
{26},{6 16},0.12,0.291,1.047
{26},{14 16},0.172,0.416,1.095
{26},{19 34},0.156,0.378,1.05
{26},{18 19},0.176,0.426,1.065
{26},{30 34},0.163,0.396,1.077
{26},{14 46},0.125,0.303,1.088
{26},{12 18},0.114,0.276,1.012
{26},{34 46},0.109,0.265,1.049
{26},{30 49},0.103,0.25,1.091
{26},{14 15},0.101,0.245,1.11
{26},{1 16},0.124,0.301,1.084
{26},{6 32},0.1,0.243,1.036
{26},{14 21},0.103,0.251,1.078
{26},{6 30},0.131,0.319,1.04
{26},{14 44},0.123,0.299,1.055
{26},{34 44},0.106,0.257,1.031
{26},{12 14},0.121,0.294,1.053
{26},{14 48},0.156,0.379,1.066
{26},{34 48},0.135,0.328,1.038
{26},{6 34},0.149,0.361,1.024
{26},{18 46},0.122,0.295,1.054
{26},{4 34},0.12,0.29,1.079
{26},{1 30},0.136,0.33,1.065
{26},{18 44},0.119,0.29,1.069
{26},{6 18},0.164,0.398,1.043
{26},{14 19},0.176,0.426,1.068
{26},{18 48},0.152,0.369,1.061
{26},{1 34},0.149,0.362,1.027
{26},{14 18},0.232,0.563,1.068
{26},{14 28},0.114,0.276,1.075
{26},{30 46},0.102,0.248,1.096
{26},{4 19},0.105,0.255,1.117
{26},{4 18},0.13,0.316,1.09
{26},{16 48},0.11,0.266,1.074
{26},{19 49},0.1,0.243,1.107
{26},{16 18},0.167,0.405,1.099
{26},{6 14},0.167,0.405,1.043
{26},{14 32},0.125,0.303,1.011
{26},{19 48},0.119,0.29,1.082
{26},{4 6},0.101,0.244,1.091
{26},{14 30},0.188,0.455,1.08
{26},{32 34},0.119,0.289,1.042
{26},{1 19},0.125,0.303,1.05
{26},{30 48},0.126,0.305,1.081
{26},{4 14},0.129,0.314,1.086
{26},{15 18},0.101,0.245,1.102
{26},{1 18},0.165,0.4,1.033
{26},{4 30},0.11,0.268,1.109
{26},{18 28},0.107,0.259,1.06
{26},{1 6},0.12,0.292,1.027
{26},{14 34},0.207,0.501,1.055
{26},{1 14},0.165,0.401,1.05
{26},{14 49},0.129,0.312,1.081
{26},{14 42},0.101,0.244,1.045
{26},{34 49},0.108,0.262,1.034
{26},{18 32},0.128,0.311,1.023
{26},{16 18 34},0.116,0.281,1.143
{26},{6 14 34},0.114,0.278,1.046
{26},{1 18 30},0.102,0.247,1.097
{26},{14 16 30},0.104,0.253,1.15
{26},{18 19 30},0.107,0.261,1.1
{26},{4 14 18},0.103,0.25,1.137
{26},{1 18 34},0.117,0.283,1.046
{26},{14 16 34},0.119,0.288,1.123
{26},{1 14 30},0.107,0.261,1.09
{26},{14 18 32},0.1,0.243,1.053
{26},{6 14 18},0.128,0.311,1.073
{26},{14 18 30},0.145,0.351,1.134
{26},{1 14 34},0.118,0.286,1.075
{26},{6 18 34},0.113,0.274,1.047
{26},{14 18 34},0.163,0.396,1.1
{26},{14 18 49},0.101,0.244,1.115
{26},{14 16 18},0.134,0.324,1.158
{26},{14 19 34},0.123,0.298,1.083
{26},{14 18 19},0.139,0.337,1.104
{26},{1 14 18},0.131,0.318,1.087
{26},{18 19 34},0.122,0.296,1.081
{26},{14 19 30},0.108,0.263,1.093
{26},{18 30 34},0.125,0.304,1.128
{26},{14 30 34},0.129,0.314,1.112
{26},{14 18 48},0.12,0.292,1.081
{26},{18 34 48},0.104,0.252,1.07
{26},{6 14 30},0.104,0.252,1.076
{26},{14 34 48},0.108,0.262,1.082
{26},{14 18 19 34},0.1,0.243,1.128
{26},{14 18 30 34},0.105,0.254,1.177
{44},{30},0.217,0.581,1.031
{44},{26},0.157,0.42,1.019
{44},{38},0.114,0.307,1.141
{44},{29},0.112,0.301,1.072
{44},{28},0.128,0.344,1.006
{44},{18},0.271,0.726,1.03
{44},{14},0.283,0.758,1.058
{44},{0},0.12,0.321,1.13
{44},{16},0.196,0.524,1.021
{44},{21},0.124,0.332,1.082
{44},{4},0.157,0.422,1.064
{44},{48},0.186,0.498,1.041
{44},{12},0.141,0.378,1.036
{44},{32},0.164,0.44,1.066
{44},{2},0.112,0.301,1.106
{44},{42},0.128,0.343,1.08
{44},{15},0.117,0.313,1.025
{44},{39},0.12,0.321,1.016
{44},{20},0.109,0.293,1.084
{44},{6},0.206,0.551,1.044
{44},{11},0.108,0.289,1.025
{44},{19},0.213,0.57,1.056
{44},{34},0.25,0.669,1.044
{44},{49},0.143,0.384,0.987
{44},{1},0.2,0.535,1.029
{44},{46},0.143,0.385,1.033
{44},{19 48},0.109,0.293,1.096
{44},{18 30},0.158,0.424,1.069
{44},{6 34},0.137,0.368,1.043
{44},{4 34},0.109,0.292,1.086
{44},{6 19},0.119,0.318,1.067
{44},{14 19},0.165,0.444,1.111
{44},{14 49},0.11,0.294,1.018
{44},{14 42},0.101,0.27,1.155
{44},{19 30},0.126,0.337,1.066
{44},{16 19},0.111,0.297,1.037
{44},{1 34},0.139,0.374,1.062
{44},{30 32},0.101,0.272,1.112
{44},{6 16},0.113,0.302,1.086
{44},{14 16},0.152,0.409,1.077
{44},{30 34},0.144,0.386,1.047
{44},{18 19},0.159,0.428,1.07
{44},{18 49},0.108,0.291,1.027
{44},{14 26},0.123,0.33,1.081
{44},{1 48},0.103,0.275,1.082
{44},{6 30},0.12,0.323,1.053
{44},{1 16},0.109,0.292,1.054
{44},{26 34},0.106,0.284,1.055
{44},{4 30},0.1,0.268,1.111
{44},{34 48},0.127,0.341,1.077
{44},{14 34},0.195,0.523,1.102
{44},{14 46},0.112,0.301,1.077
{44},{16 30},0.112,0.301,1.036
{44},{14 32},0.123,0.329,1.1
{44},{1 30},0.117,0.315,1.016
{44},{18 26},0.119,0.32,1.07
{44},{14 48},0.145,0.388,1.09
{44},{18 34},0.188,0.504,1.081
{44},{6 18},0.153,0.41,1.073
{44},{18 46},0.112,0.301,1.072
{44},{16 34},0.129,0.345,1.039
{44},{14 18},0.212,0.569,1.079
{44},{32 34},0.115,0.308,1.11
{44},{4 18},0.119,0.318,1.097
{44},{18 32},0.121,0.325,1.069
{44},{12 18},0.105,0.281,1.03
{44},{16 18},0.144,0.386,1.048
{44},{6 14},0.155,0.417,1.075
{44},{19 34},0.142,0.381,1.059
{44},{14 30},0.17,0.454,1.079
{44},{18 48},0.136,0.364,1.047
{44},{1 19},0.117,0.313,1.086
{44},{4 14},0.121,0.326,1.127
{44},{1 18},0.155,0.415,1.072
{44},{12 14},0.112,0.301,1.081
{44},{30 48},0.114,0.305,1.081
{44},{1 6},0.116,0.311,1.095
{44},{1 14},0.157,0.42,1.1
{44},{14 18 48},0.111,0.297,1.099
{44},{14 30 34},0.115,0.308,1.09
{44},{14 18 30},0.128,0.343,1.109
{44},{6 14 18},0.119,0.32,1.106
{44},{1 18 34},0.111,0.297,1.097
{44},{14 19 30},0.1,0.268,1.115
{44},{18 19 34},0.11,0.295,1.077
{44},{1 14 34},0.112,0.301,1.132
{44},{14 16 18},0.116,0.31,1.107
{44},{14 18 19},0.129,0.347,1.135
{44},{1 14 18},0.123,0.331,1.131
{44},{18 30 34},0.109,0.292,1.082
{44},{6 14 34},0.108,0.291,1.096
{44},{14 16 34},0.105,0.282,1.098
{44},{6 18 34},0.107,0.286,1.093
{44},{14 18 34},0.151,0.406,1.127
{44},{14 34 48},0.102,0.274,1.13
{44},{14 19 34},0.116,0.31,1.129
{18},{48},0.348,0.493,1.03
{18},{12},0.273,0.387,1.058
{18},{42},0.224,0.318,1.002
{18},{34},0.466,0.662,1.033
{18},{20},0.202,0.286,1.056
{18},{19},0.4,0.567,1.051
{18},{47},0.144,0.204,0.989
{18},{44},0.271,0.384,1.03
{18},{5},0.166,0.236,1.041
{18},{15},0.223,0.316,1.034
{18},{26},0.299,0.425,1.029
{18},{10},0.1,0.142,1.012
{18},{32},0.304,0.431,1.043
{18},{6},0.382,0.541,1.026
{18},{11},0.205,0.291,1.031
{18},{28},0.244,0.346,1.012
{18},{29},0.212,0.3,1.071
{18},{41},0.146,0.207,1.002
{18},{43},0.158,0.224,1.077
{18},{33},0.119,0.169,1.004
{18},{38},0.197,0.279,1.038
{18},{1},0.387,0.549,1.056
{18},{49},0.283,0.401,1.032
{18},{30},0.397,0.563,0.999
{18},{46},0.28,0.398,1.068
{18},{35},0.154,0.218,0.985
{18},{3},0.175,0.248,1.041
{18},{13},0.11,0.156,1.052
{18},{14},0.527,0.748,1.043
{18},{37},0.167,0.237,1.018
{18},{39},0.229,0.324,1.026
{18},{0},0.206,0.292,1.025
{18},{2},0.203,0.287,1.054
{18},{31},0.117,0.167,1.007
{18},{24},0.156,0.221,1.042
{18},{16},0.369,0.523,1.019
{18},{4},0.29,0.412,1.038
{18},{21},0.223,0.316,1.029
{18},{14 28},0.192,0.273,1.062
{18},{2 34},0.142,0.202,1.082
{18},{1 14},0.293,0.415,1.086
{18},{1 42},0.126,0.179,1.082
{18},{34 39},0.156,0.221,1.057
{18},{11 30},0.127,0.18,1.047
{18},{26 30},0.179,0.254,1.037
{18},{4 28},0.101,0.143,1.064
{18},{30 44},0.158,0.224,1.036
{18},{24 34},0.106,0.151,1.067
{18},{21 30},0.133,0.188,1.034
{18},{12 28},0.104,0.148,1.064
{18},{6 32},0.176,0.25,1.067
{18},{29 34},0.138,0.196,1.091
{18},{0 19},0.113,0.16,1.056
{18},{1 21},0.132,0.187,1.075
{18},{16 28},0.136,0.193,1.027
{18},{3 6},0.1,0.142,1.065
{18},{6 30},0.222,0.314,1.025
{18},{14 32},0.231,0.327,1.093
{18},{1 12},0.157,0.223,1.108
{18},{2 16},0.107,0.152,1.051
{18},{30 34},0.27,0.382,1.039
{18},{11 34},0.141,0.201,1.059
{18},{26 34},0.203,0.287,1.066
{18},{4 32},0.127,0.18,1.067
{18},{14 30},0.31,0.439,1.043
{18},{21 34},0.143,0.204,1.037
{18},{39 48},0.12,0.171,1.056
{18},{34 46},0.194,0.275,1.089
{18},{26 49},0.123,0.175,1.067
{18},{30 42},0.132,0.188,1.002
{18},{1 28},0.142,0.202,1.069
{18},{4 30},0.173,0.245,1.013
{18},{14 41},0.111,0.157,1.028
{18},{16 32},0.167,0.237,1.059
{18},{1 15},0.119,0.169,1.071
{18},{6 34},0.262,0.372,1.054
{18},{5 14},0.129,0.184,1.071
{18},{34 49},0.188,0.266,1.051
{18},{16 30},0.206,0.292,1.005
{18},{6 49},0.163,0.232,1.081
{18},{14 34},0.36,0.511,1.076
{18},{0 48},0.108,0.153,1.074
{18},{6 42},0.12,0.17,1.014
{18},{4 46},0.121,0.172,1.092
{18},{11 48},0.104,0.147,1.063
{18},{1 39},0.128,0.181,1.039
{18},{6 11},0.112,0.159,1.054
{18},{12 46},0.115,0.164,1.12
{18},{14 49},0.219,0.311,1.076
{18},{4 34},0.205,0.29,1.077
{18},{34 43},0.11,0.156,1.117
{18},{14 42},0.173,0.245,1.048
{18},{32 34},0.209,0.297,1.07
{18},{6 14},0.29,0.411,1.059
{18},{34 37},0.121,0.171,1.079
{18},{6 21},0.134,0.191,1.064
{18},{19 26},0.176,0.249,1.07
{18},{38 48},0.101,0.144,1.052
{18},{19 32},0.176,0.249,1.104
{18},{4 49},0.118,0.168,1.056
{18},{34 48},0.235,0.334,1.055
{18},{15 30},0.135,0.192,1.039
{18},{6 16},0.204,0.29,1.041
{18},{32 49},0.132,0.188,1.087
{18},{16 34},0.246,0.348,1.048
{18},{12 26},0.114,0.161,1.054
{18},{12 49},0.11,0.157,1.094
{18},{14 43},0.122,0.173,1.113
{18},{14 21},0.175,0.248,1.066
{18},{19 30},0.237,0.336,1.062
{18},{34 38},0.134,0.19,1.059
{18},{1 20},0.118,0.167,1.084
{18},{0 6},0.109,0.155,1.01
{18},{16 49},0.159,0.226,1.064
{18},{14 16},0.28,0.398,1.047
{18},{19 44},0.159,0.226,1.064
{18},{28 30},0.14,0.199,1.013
{18},{16 42},0.123,0.175,1.03
{18},{12 16},0.152,0.216,1.077
{18},{46 49},0.114,0.162,1.085
{18},{1 46},0.154,0.219,1.087
{18},{44 49},0.108,0.154,1.075
{18},{4 16},0.153,0.218,1.066
{18},{2 19},0.12,0.171,1.089
{18},{4 48},0.148,0.211,1.068
{18},{1 4},0.163,0.232,1.086
{18},{30 39},0.139,0.198,1.026
{18},{6 15},0.124,0.176,1.075
{18},{15 34},0.149,0.212,1.052
{18},{16 21},0.121,0.172,1.035
{18},{3 30},0.104,0.148,1.036
{18},{12 48},0.14,0.199,1.096
{18},{42 48},0.117,0.166,1.037
{18},{19 34},0.274,0.389,1.08
{18},{1 49},0.154,0.219,1.067
{18},{14 15},0.164,0.233,1.056
{18},{28 34},0.169,0.24,1.044
{18},{0 1},0.113,0.16,1.052
{18},{34 35},0.107,0.152,1.025
{18},{1 16},0.209,0.297,1.069
{18},{19 42},0.13,0.185,1.058
{18},{6 39},0.126,0.179,1.054
{18},{28 49},0.102,0.144,1.047
{18},{1 11},0.12,0.17,1.1
{18},{3 34},0.121,0.172,1.062
{18},{11 19},0.124,0.176,1.089
{18},{1 29},0.114,0.162,1.093
{18},{14 39},0.175,0.248,1.061
{18},{30 46},0.17,0.24,1.064
{18},{15 16},0.121,0.172,1.051
{18},{26 46},0.122,0.173,1.079
{18},{15 48},0.114,0.161,1.038
{18},{14 35},0.122,0.173,1.028
{18},{1 48},0.194,0.275,1.08
{18},{19 21},0.132,0.187,1.074
{18},{3 14},0.133,0.189,1.083
{18},{2 48},0.107,0.151,1.099
{18},{6 20},0.116,0.165,1.081
{18},{1 38},0.115,0.164,1.086
{18},{28 48},0.125,0.177,1.039
{18},{30 49},0.166,0.235,1.026
{18},{14 24},0.122,0.174,1.103
{18},{4 12},0.122,0.174,1.117
{18},{6 46},0.165,0.234,1.109
{18},{16 39},0.124,0.177,1.039
{18},{14 20},0.159,0.226,1.102
{18},{0 30},0.118,0.168,1.001
{18},{29 48},0.104,0.148,1.101
{18},{11 14},0.149,0.212,1.064
{18},{11 16},0.114,0.162,1.055
{18},{14 19},0.306,0.434,1.085
{18},{19 28},0.141,0.2,1.052
{18},{14 46},0.215,0.305,1.094
{18},{26 44},0.119,0.169,1.08
{18},{6 26},0.164,0.233,1.051
{18},{4 19},0.173,0.246,1.076
{18},{2 6},0.116,0.164,1.063
{18},{30 48},0.205,0.291,1.031
{18},{32 46},0.126,0.179,1.099
{18},{26 48},0.152,0.216,1.053
{18},{16 20},0.105,0.149,1.026
{18},{12 19},0.161,0.229,1.124
{18},{5 34},0.115,0.164,1.074
{18},{2 14},0.155,0.221,1.092
{18},{14 26},0.232,0.329,1.079
{18},{34 44},0.188,0.267,1.069
{18},{21 48},0.108,0.153,1.046
{18},{16 19},0.215,0.305,1.065
{18},{30 38},0.116,0.165,1.051
{18},{0 34},0.137,0.195,1.053
{18},{16 46},0.148,0.211,1.072
{18},{20 30},0.112,0.159,1.035
{18},{19 39},0.137,0.194,1.091
{18},{6 44},0.153,0.217,1.055
{18},{34 41},0.104,0.147,1.038
{18},{4 26},0.13,0.185,1.079
{18},{6 29},0.123,0.175,1.095
{18},{44 46},0.112,0.159,1.108
{18},{6 48},0.191,0.27,1.056
{18},{14 44},0.212,0.301,1.064
{18},{12 32},0.114,0.162,1.096
{18},{14 29},0.157,0.223,1.108
{18},{14 37},0.13,0.184,1.053
{18},{16 26},0.167,0.237,1.069
{18},{6 38},0.113,0.16,1.087
{18},{4 44},0.119,0.168,1.07
{18},{14 48},0.27,0.383,1.077
{18},{15 19},0.134,0.19,1.09
{18},{1 19},0.223,0.316,1.097
{18},{12 30},0.163,0.231,1.077
{18},{0 14},0.158,0.225,1.058
{18},{19 20},0.122,0.173,1.107
{18},{32 44},0.121,0.172,1.046
{18},{20 34},0.138,0.195,1.105
{18},{12 44},0.105,0.149,1.053
{18},{34 42},0.151,0.215,1.029
{18},{14 38},0.153,0.217,1.064
{18},{0 16},0.115,0.164,1.062
{18},{19 46},0.16,0.227,1.101
{18},{16 44},0.144,0.204,1.046
{18},{32 48},0.152,0.215,1.053
{18},{16 29},0.119,0.169,1.103
{18},{15 26},0.101,0.143,1.033
{18},{16 48},0.184,0.26,1.05
{18},{1 26},0.165,0.234,1.075
{18},{1 32},0.176,0.249,1.106
{18},{12 34},0.187,0.265,1.118
{18},{46 48},0.146,0.208,1.094
{18},{19 49},0.169,0.239,1.092
{18},{3 19},0.105,0.149,1.09
{18},{44 48},0.136,0.193,1.036
{18},{16 38},0.107,0.152,1.067
{18},{1 30},0.225,0.319,1.029
{18},{48 49},0.14,0.199,1.044
{18},{28 32},0.111,0.158,1.067
{18},{26 28},0.107,0.151,1.032
{18},{1 44},0.155,0.22,1.101
{18},{14 47},0.11,0.157,1.021
{18},{4 6},0.166,0.236,1.055
{18},{2 30},0.114,0.162,1.034
{18},{6 12},0.151,0.215,1.063
{18},{4 14},0.22,0.312,1.079
{18},{19 29},0.124,0.176,1.103
{18},{19 37},0.102,0.145,1.096
{18},{12 14},0.216,0.306,1.096
{18},{19 48},0.201,0.285,1.065
{18},{6 28},0.143,0.203,1.04
{18},{1 2},0.118,0.168,1.107
{18},{29 30},0.122,0.174,1.062
{18},{1 34},0.271,0.384,1.09
{18},{6 19},0.222,0.315,1.055
{18},{30 32},0.176,0.25,1.022
{18},{26 32},0.128,0.182,1.07
{18},{1 6},0.218,0.309,1.085
{18},{19 38},0.111,0.158,1.069
{18},{1 14 34},0.211,0.299,1.124
{18},{1 6 14},0.165,0.235,1.096
{18},{16 30 48},0.107,0.152,1.028
{18},{14 16 48},0.147,0.208,1.082
{18},{30 34 46},0.117,0.167,1.085
{18},{1 16 19},0.125,0.177,1.105
{18},{12 19 30},0.103,0.146,1.147
{18},{16 26 34},0.116,0.164,1.104
{18},{14 19 49},0.134,0.19,1.114
